asset_id,avg_campaigns,JUNE_avg_video_dispalys,JUL_avg_video_dispalys,AUG_avg_video_dispalys,SEPT_avg_video_dispalys,OCT_avg_video_dispalys,NOV_avg_video_dispaly,JUNE_avg_video_duration,JUL_avg_video_duration,AUG_avg_video_duration,SEPT_avg_video_duration,OCT_avg_video_duration,NOV_avg_video_duration
W01E114974,3.0,0.0,0.0,0.0,0.0,354.73333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01E114974,3.0,0.0,196.5,0.0,0.0,0.0,0.0,0.0,3938868.55,0.0,0.0,0.0,0.0
W01E114974,3.0,0.0,0.0,344.90909090909093,0.0,0.0,0.0,0.0,0.0,6908355.545454546,0.0,0.0,0.0
W01E114974,3.0,148.4090909090909,0.0,0.0,0.0,0.0,0.0,2973264.590909091,0.0,0.0,0.0,0.0,0.0
W01E114974,3.0,0.0,0.0,0.0,0.0,0.0,422.5,0.0,0.0,0.0,0.0,0.0,1669.3333333333333
W01E114974,3.0,0.0,0.0,0.0,224.1818181818182,0.0,0.0,0.0,0.0,0.0,2206588.4545454546,0.0,0.0
W39156,1.0,0.0,0.0,0.0,0.0,129.33333333333334,0.0,0.0,0.0,0.0,0.0,2589592.388888889,0.0
W39156,1.0,0.0,0.0,0.0,0.0,0.0,130.47368421052633,0.0,0.0,0.0,0.0,0.0,2616755.6842105263
W01Y108362,1.0,0.0,0.0,0.0,0.0,153.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01Y108362,1.0,0.0,0.0,0.0,0.0,0.0,146.7,0.0,0.0,0.0,0.0,0.0,61483.8
W01E132303,2.25,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,4207072.615384615,0.0
W01E132303,2.25,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,3710306.0,0.0,0.0,0.0
W01E132303,2.25,0.0,0.0,0.0,0.0,0.0,244.8421052631579,0.0,0.0,0.0,0.0,0.0,5020211.842105263
W01E132303,2.25,0.0,165.69565217391303,0.0,0.0,0.0,0.0,0.0,3364797.0434782607,0.0,0.0,0.0,0.0
W25795,1.0,0.0,0.0,0.0,0.0,118.72222222222223,0.0,0.0,0.0,0.0,0.0,1112.5555555555557,0.0
W25795,1.0,0.0,0.0,0.0,0.0,0.0,115.73333333333333,0.0,0.0,0.0,0.0,0.0,-124.26666666666667
W01E112221,6.5,0.0,0.0,503.2857142857143,0.0,0.0,0.0,0.0,0.0,10081064.142857144,0.0,0.0,0.0
W01E112221,6.5,466.45454545454544,0.0,0.0,0.0,0.0,0.0,9347263.954545455,0.0,0.0,0.0,0.0,0.0
W01E112221,6.5,0.0,477.4347826086956,0.0,0.0,0.0,0.0,0.0,9564918.043478262,0.0,0.0,0.0,0.0
W01E112221,6.5,0.0,0.0,0.0,500.0952380952381,0.0,0.0,0.0,0.0,0.0,2875317.6666666665,0.0,0.0
W01Y112374,4.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,2201731.4444444445,0.0,0.0,0.0
W01Y112374,4.0,0.0,0.0,0.0,0.0,0.0,176.5,0.0,0.0,0.0,0.0,0.0,0.0
W01Y112374,4.0,0.0,0.0,0.0,0.0,204.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01Y112374,4.0,0.0,28.3,0.0,0.0,0.0,0.0,0.0,572069.0,0.0,0.0,0.0,0.0
W01Y112374,4.0,0.0,0.0,0.0,135.66666666666666,0.0,0.0,0.0,0.0,0.0,2010531.0,0.0,0.0
W01Y101327,1.0,109.05555555555556,0.0,0.0,0.0,0.0,0.0,2188044.6666666665,0.0,0.0,0.0,0.0,0.0
W01Y104245,5.333333333333333,0.0,0.0,0.0,0.0,478.54545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01Y104245,5.333333333333333,0.0,0.0,432.0952380952381,0.0,0.0,0.0,0.0,0.0,8789337.476190476,0.0,0.0,0.0
W01Y104245,5.333333333333333,0.0,311.0869565217391,0.0,0.0,0.0,0.0,0.0,6355844.652173913,0.0,0.0,0.0,0.0
W01Y104245,5.333333333333333,473.65,0.0,0.0,0.0,0.0,0.0,9490204.0,0.0,0.0,0.0,0.0,0.0
W01Y104245,5.333333333333333,0.0,0.0,0.0,0.0,0.0,444.8,0.0,0.0,0.0,0.0,0.0,0.0
W01Y104245,5.333333333333333,0.0,0.0,0.0,456.72727272727275,0.0,0.0,0.0,0.0,0.0,1239635.4090909092,0.0,0.0
W01E121235,3.0,0.0,0.0,0.0,0.0,468.90909090909093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W01E121235,3.0,0.0,0.0,370.95238095238096,0.0,0.0,0.0,0.0,0.0,7474600.619047619,0.0,0.0,0.0
W01E121235,3.0,0.0,231.8695652173913,0.0,0.0,0.0,0.0,0.0,4643774.391304348,0.0,0.0,0.0,0.0
W01E121235,3.0,0.0,0.0,0.0,0.0,0.0,494.94736842105266,0.0,0.0,0.0,0.0,0.0,1053.157894736842
